vr_id,Kavaler_id,Kavaler_eid,VR_Nr,Liik_ja_järk,Otsus_kp,Otsus_tekst,Täpsustus
VRA-0073,VRK-0021,66eabbe62e92de098dfc81ec,73,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wanemale alamohwitserile Friedrich Jaani p. ADELBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 ja 31 märtsil 1919 a. ühes nelja kaaslasega Worobjowo, Maslowa ja Netschajewa küladest waenlast põgenema sundides, kuulipildujat saagiks saades.",
VRA-0074,VRK-2566,66eabd8c2e92de098dfd02a5,74,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Eduard Gustawi p. SOONBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 ja 31 märtsil 1919 a. ühes nelja kaaslasega Worobjowo, Maslowa ja Netschajewa küladest waenlast põgenema sundides, kuulipildujat saagiks saades.",
VRA-0075,VRK-0741,66eabc642e92de098dfca67a,75,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Heinrich Mardi p. JÜRISSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 ja 31 märtsil 1919 a. ühes nelja kaaslasega Worobjowo, Maslowa ja Netschajeva küladest waenlast põgenema sundides.",
VRA-0076,VRK-1981,66eabd342e92de098dfce4f2,76,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Alfred Jaagu p. PIHLAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 ja 31 märtsil 1919 a. ühes nelja kaaslasega Worobjowo ja Netschaewa küladest waenlast põgenema sundides, kuulipildujat saagiks saades ja luuramiskäigul Maslowa küla juures haawatuna waenlase peale tuld andes, kuni teised järele jõudsid ja sidumisele toimetasid.",
VRA-0077,VRK-1985,66eabd342e92de098dfce531,77,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wanemale alamohwitserile Mihkel Leena p. PIILMANN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 märtsil 1919 a. Zooru koolimaja juures, oma eeskujuga julgustawalt kaaslaste peale mõjudes, mille tõttu operatsioon wäikeste kaotustega kiirelt lõppes – waenlane kaotas 2 kuulipildujat.",
VRA-0078,VRK-2623,66eabd962e92de098dfd05b0,78,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 nooremale alamohwitserile Arnold Peetri p. SUUR’ele, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 märtsil 1919 a. Zooru koolimaja juures, oma eeskujuga julgustawalt kaaslaste peale mõjudes, mille tõttu operatsioon wäikeste kaotustega kiirelt lõppes – waenlane kaotas 2 kuulipildujat.",
VRA-0079,VRK-1490,66eabce82e92de098dfccc4e,79,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Oskar Willemi p. MÄND’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 märtsil 1919 a. Zooru koolimaja juures, oma eeskujuga julgustawalt kaaslaste peale mõjudes, mille tõttu operatsioon wäikeste kaotustega kiirelt lõppes – waenlane kaotas 2 kuulipildujat.",
VRA-0080,VRK-0684,66eabc592e92de098dfca36f,80,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Johannes Johani p. JOORITS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 märtsil 1919 a. Zooru koolimaja juures, oma eeskujuga julgustawalt kaaslaste peale mõjudes, mille tõttu operatsioon wäikeste kaotustega kiirelt lõppes – waenlane kaotas 2 kuulipildujat.",
VRA-0081,VRK-2037,66eabd3e2e92de098dfce7fb,81,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Alfred Romani p. PONTAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 ja 31 märtsil 1919 a. ühes nelja kaaslasega Worobjowo, Maslowa ja Netschaewa küladest waenlast põgenema sundides, kuulipildujat saagiks saades ja luuramiskäigul Maslowa küla juures haawatuna waenlase peale tuld andes, kuni teised järele jõudsid ja sidumisele toimetasid.",
VRA-0082,VRK-2129,66eabd4c2e92de098dfcec8d,82,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Bruno Jüri p. RAMMO’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 märtsil 1919 a. Netschaewa küla ja 1–2 aprillil 1919 Sabjelino ja Waschina-Gora külade waldamisel, kolme kaaslasega esimestena Sabjelina külasse sisse tormates ja waenlaselt 3 kuulipildujat ärawõttes.",
VRA-0083,VRK-0717,66eabc602e92de098dfca534,83,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Jüri Juhani p. JÜRGEN’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 märtsil 1919 a. Netschaewa küla ja 1–2 aprillil 1919 a. Sabjelina ja Waschina-Gora külade waldamisel; kolme kaaslasega esimestena Sabjelina külasse sisse tormates ja waenlaselt 3 kuulipildujat ärawõttes.",
VRA-0084,VRK-1117,66eabcae2e92de098dfcb985,84,II/3,1920-02-21,"L. R. soomusrongi Nr 3 reamehele Martin Jüri p KÜLMHALLIK’ule, hinnates wahwust, mis Teie ülesnäitanud lahingutes 30 märtsil 1919 a. Netschaewa küla ja 1–2 aprillil 1919 a. Sabjelino ja Waschina-Gora külade waldamisel, kolme kaaslasega esimistena Sabjelina külasse sisse tormates ja waenlaselt 3 kuulipildujat ära wõttes.",
VRA-0085,VRK-1625,66eabcfc2e92de098dfcd32d,85,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Rudolf Juhani p MUIDE’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes – 30 märtsil 1919 a. Netschaewa küla ja 1–2 aprillil 1919 a. Sabjelino ja Waschina-Gora külade waldamisel; kolme kaaslasega esimestena Sabjelina külasse sisse tormates ja waenlaselt 3 kuulipildujat ärawõttes.",
VRA-0086,VRK-2099,66eabd482e92de098dfceb09,86,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wedurijuhile Eduard Madise p. PUUSTUS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 16 märtsil 1919 a. Stakelni all ja 8 aprillil 1919 a. Isborski sihis, kus waenlase granaat rongi trehwas, kõige suurema osawusega ja kiirusega rongi waenlase tule alt wälja juhtides.",
VRA-0087,VRK-2182,66eabd542e92de098dfcef58,87,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wedurijuhile Richard Hansu p. REBANE’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 16 märtsil 1919 a. Stakelni all ja 8 aprillil 1919 a. Isborski sihis, kus waenlase granaat rongi trehwas, kõige suurema osawusega ja kiirusega rongi waenlase tule alt wälja juhtides.",
VRA-0088,VRK-1469,66eabce52e92de098dfccb0b,88,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Hugo Juhani p. MAKKAR’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Stakelni all, waenlase peale kangelaslikult kuulipildujast tuld andes ja lahingu ajal, kui wesi kuulipildujas keema hakkas, kuulirahe all wett tuues, mille tagajärjel wõimalik oli laskmist jätkata, nii et waenlase kaotused suured olid.",
VRA-0089,VRK-1878,66eabd222e92de098dfcdfdc,89,II/3,1920-02-21,"Laiarööpmelise soomusrongi Nr 3 reamehele Ernst Mooritsi p. BRAKEL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 aprillil 1919 a. Stakelni all, waenlase peale kangelaslikult kuulipildujast tuld andes ja lahingu ajal, kui wesi kuulipildujas keema hakkas, kuulirahe all wett tuues, mille tagajärjel wõimalik oli laskmist jätkata, nii et waenlase kaotused suured olid.",
VRA-0090,VRK-1046,66eabc9f2e92de098dfcb5b6,90,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 nooremale alamohwitserile Mihkel Tiina p. KORSAR’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 19 aprillil 1919 a. Kõrgepalu mõisa juures, liginedes kolme kaaslasega waenlasele selle suure ülejõu peale waatamata mõnekümne sammu kaugusele ja awades tule, mille tagajärjel waenlane korratult põgenes kahte kuulipildujat maha jättes.",
VRA-0091,VRK-1406,66eabcdb2e92de098dfcc805,91,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Aleksander Peetri p. LUIGA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 19 aprillil 1919 a. Kõrgepalu mõisa juures, liginedes kolme kaaslasega waenlasele selle suure ülejõu peale waatamata mõnekümne sammu kaugusele ja awades tule, mille tagajärjel waenlane korratult põgenes kahte kuulipildujat maha jättes.",
VRA-0092,VRK-1437,66eabcdf2e92de098dfcc985,92,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele August Jaani p. MAARITS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 19 aprillil 1919 a. Kõrgepalu mõisa juures, liginedes kolme kaaslasega waenlasele selle suure ülejõu peale waatamata mõnekümne sammu kaugusele ja awades tule, mille tagajärjel waenlane korratult põgenes kahte kuulipildujat maha jättes.",
VRA-0093,VRK-2719,66eabda52e92de098dfd0a86,93,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Nikolai Jaani p. TEDER’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 19 aprillil 1919 a. Kõrgepalu mõisa juures, liginedes kolme kaaslasega waenlasele selle suure ülejõu peale waatamata mõnekümne sammu kaugusele ja awades tule, mille tagajärjel waenlane korratult põgenes, kahte kuulipildujat maha jättes.",
VRA-0094,VRK-1105,66eabcaa2e92de098dfcb8c5,94,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Leonhard Jaani p. KÜLAOTS’ale, hinnates wahwust, mis Teie ülesnäitanud lahingutes – 19 aprillil 1919 a. Kõrgepalu ja 22–25 aprillil 1919 Mõniste, Matsi, Senna mõisate juures, iseäranis 22. aprillil 1919 a. Mustajõe sillast üleminekul, kuulipildujate risttule all oma eeskujuga teisi kaasa kiskudes, mille tagajärjel waenlane põgenema oli sunnitud.",
VRA-0095,VRK-1085,66eabca72e92de098dfcb7c1,95,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Karl Johani p KRUUSE’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes: 19 aprillil 1919 a. Kõrgepalu ja 22–25 aprillil 1919 Mõniste, Matsi, Senna mõisate juures, iseäranis 22. aprillil 1919 a. Mustajõe sillast üleminekul, kuulipildujate risttule all oma eeskujuga teisi kaasa kiskudes, mille tagajärjel waenlane põgenema oli sunnitud.",
VRA-0096,VRK-1442,66eabce02e92de098dfcc9c5,96,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 nooremale alamohwitserile Konstantin Kaarli p. MADISSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 22–25 aprillil 1919 a. Mõniste, Matsi ja Senna mõisate juures; iseäranis 22 aprillil 1919 a. Mustjõe sillast üleminekul, kuulipildujate rist-tule all oma eeskujuga teisi kaasa kiskudes, mille tagajärjel waenlane põgenema oli sunnitud.",
VRA-0097,VRK-1572,66eabcf42e92de098dfcd05e,97,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Priido Miina p. WABI’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 22–25 aprillil 1919 a. Mõniste, Matsi ja Senna mõisate juures iseäranis 22 aprillil 1919 a. Mustajõe sillast üleminekul.",
VRA-0098,VRK-0002,66eabbe42e92de098dfc811e,98,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wanemale alamohwitserile Tõnu Jüri p AHLBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes öösel wastu 23. aprilli 1919 a. waenlase wastupealetungimisel Mõniste mõisa juures, teistele eeskujuks olles, ja sellesama päewa hommikul, meie pealetungimisel esimesena waenlase kallale tormates, oma julgusega teisi kaasa kiskudes, nii et waenlane põgenes ja terwe rida külasid meie kätte langes.",
VRA-0099,VRK-0773,66eabc6a2e92de098dfca800,99,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wanemale alamohwitserile Karl Minna p KEUTS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes öösel wastu 23 aprilli 1919 a. waenlase wastupealetungimisel Mõniste mõisa juures, teistele eeskujuks olles, ja sellesama päewa hommikul, meie pealetungimisel esimesena waenlase kallale tormates, oma julgusega teisi kaasa kiskudes, nii et waenlane põgenes ja terwe rida külasid meie kätte langes.",
VRA-0100,VRK-1051,66eabca02e92de098dfcb5fd,100,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Mihkel Mihkli p KÕRTSMIK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes öösel wastu 23 aprilli 1919 a. waenlase wastutungimisel Mõniste mõisa juures teistele eeskujuks olles ja sellesama päewa hommikul, meie pealetungimisel esimesena waenlase kallale tormates, oma julgusega teisi kaasa kiskudes, nii et waenlane põgenes ja terve rida külasid meie kätte langes.",
VRA-0101,VRK-0910,66eabc842e92de098dfcaedd,101,I/2,1920-03-26,"Ameerika Punase Risti Eesti Esituse Juhatajale Captain F. C. KENOWER’ile, hinnates sõjalisi teenuseid, mis Teie ülesnäitanud Ameerika Punase Risti Eesti Esituse juhatajana Eesti Wabariigi sõjawäe sanitaar-korralduse energilise toetamisega ja Põhja-Lääne armee läbi tekitatud taudide wastu wõitlemisega, kusjuures suurel mõõdul abiks antud sanitaar personaal ja terwishoidlised abinõud taudide kiirele likwideerimisele kaasa aitasid.",
VRA-0102,VRK-0575,66eabc442e92de098dfc9e1b,102,III/1,1920-10-13,"Soome Wabariigi Wälisministrile Dr. Rudolf HOLSTI’le, hinnates kodanlisi teenuseid, mis Teie osutanud Eesti iseseiswuse wõitlust diplomaatilisel teel agarasti toetades ja Eesti de jure tunnistamiseks Soome poolt otsustawalt kaasa mõjudes.",
VRA-0103,VRK-2583,66eabd902e92de098dfd03a9,103,III/1,1920-12-14,"Soome Wabariigi Presidendile Prof. Kaarlo Juhana STAHLBERG’ile, hinnates kodanlisi teenuseid, mis Teie osutanud Eesti iseseiswuse wõitluse toetamisel ning wennasrahwaste sõprussidemete kindlustamisel.",
VRA-0104,VRK-0309,66eabc172e92de098dfc90a4,104,III/1,1920-12-14,"Soome Wabariigi Peaministrile Rafael ERICH’ile, hinnates kodanlisi teenuseid, mis Teie osutanud Eesti iseseiswuse wõitluse toetamisel ning wennasrahwaste sõprussidemete kindlustamisel.",
VRA-0105,VRK-1682,66eabd052e92de098dfcd5f6,105,II/3,1920-02-21,"Soomusrongi „Kapten Irw“ ülemale, alamkapten Eduard Mihkli p. NEPS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 25 detsembril 1918 a. Tapa jaama juures.",
VRA-0106,VRK-2889,66eabdc12e92de098dfd1325,106,II/3,1920-02-21,"Kuperjanowi partisanide patajoni ülemale leitnant Jaan Ado p UNT’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 23 märtsil 1919 a. waenlase seisukohtadesse oma pataljoniga kiiluna sissetungides ja Mikkiste, Suure-Abja ja Essimäe külade waldamisel.",
VRA-0107,VRK-1409,66eabcdc2e92de098dfcc83e,107,II/3,1920-02-21,"L. R. soomusrongi Nr 3 ülemale, kapten Oskar Peetri p. LUIGA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 12 märtsil 1919 a. Stakelni jaama waldamisel.",
VRA-0108,VRK-1765,66eabd122e92de098dfcda45,108,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 dessant pataljoni ülemale, alamleitnant Johann Mihkli p OLDEKOP’ile, hinnates wahwust, mis Teie ülesnäitanud 23 jaanuaril 1919 a. Kirepi lahingus.",
VRA-0109,VRK-2259,66eabd5f2e92de098dfcf328,109,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 1 kuulipildujate komando ülemale, lipnik Jaan Johani p. JÜRGENSON’i-le, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 jaanuaril 1919 a. Maramaa mõisa juures.",
VRA-0110,VRK-2489,66eabd822e92de098dfcfed6,110,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 1 kuulipildujate komando ülemale, leitnant August Jaani p. SIIMANN’ile, hinnates wahwust, mis Teie ülesnäitanud 23 jaanuaril 1919 a. Kirepi lahingus.",
VRA-0111,VRK-1453,66eabce22e92de098dfcca48,111,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 adjutandile, ametnik Arthur Heinrichi p. MANKE’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 11 märtsil 1919 a. wabatahtliselt dessant rühmaga Stakelni peale tormates ja waenlast, waatamata tema jõudude ülekaalu peale, Stalle koolimajast taganema sundides.",
VRA-0112,VRK-0755,66eabc662e92de098dfca6fc,112,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 spetsialistide komando ülemale, lipnik Karl Tõnise p. KADAK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 13 jaanuaril 1919 a. Äksi kiriku juures ja 22 jaanuaril 1919 a. Uderna juures.",
VRA-0113,VRK-1998,66eabd362e92de098dfce5f7,113,II/3,1920-02-21,"Scouts pataljoni ülemale, alamkapten Friedrich Konradi p. PINKA’le, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 jaanuaril 1919 a. Piksaare jaama juures.",
VRA-0114,VRK-0931,66eabc872e92de098dfcafe0,114,II/3,1920-02-21,"Soomusrong Nr 2 dessant-komando nooremale ohwitserile lipnik Martin KIISWEK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 21 jaanuaril 1919 a. Piksaare jaama juures.",
VRA-0115,VRK-0660,66eabc552e92de098dfca229,115,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Jüri Tiina p. JANTW’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 23 aprillil 1919 a. Mõniste mõisate juures, ning pärast külade waldamisel Mustajõest kunni Waidawa jõeni.",
VRA-0116,VRK-2268,66eabd602e92de098dfcf3ad,116,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Jaan Kaarli p. ROHI’le, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 22 aprillil 1919 a. Mõniste mõisate juures, ning pärast külade waldamisel Mustajõest kunni Waidawa jõeni.",
VRA-0117,VRK-0518,66eabc372e92de098dfc9b0c,117,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Mihkel Kaarli p. ENNOCH’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 22 aprillil 1919 a. Mõniste mõisate juures, ning pärast külade waldamisel Mustajõest kunni Waidawa jõeni.",
VRA-0118,VRK-2465,66eabd7e2e92de098dfcfd95,118,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 reamehele Priido Hanni p SEPP’ale, hinnates wahwust, mis Teie ülesnäitanud lahingutes – 19 aprillil 1919 a. Kõrgepalu ja 22 aprillil 1919 a. Mõniste mõisate juures ning pärast külade waldamist Mustajõest kunni Waidawa jõeni.",
VRA-0119,VRK-1187,66eabcba2e92de098dfcbd13,119,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 weltweeblile Mihkel Peetri p. LAAS’ile, hinnates wahwust, mis Teie ülesnäitanud lahingutes 19 aprillil 1919 a. Kõrgepalu ja 22 aprillil 1919 a. Mõniste mõisate juures, ning pärast külade waldamisel Mustajõest kunni Waidawu jõeni.",
VRA-0120,VRK-1161,66eabcb52e92de098dfcbb90,120,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ wanemale alamohwitserile Roman Nikolai p. KUUL’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 28 jaanuaril 1919 a. Sangaste juures.",
VRA-0121,VRK-0411,66eabc272e92de098dfc95b7,121,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ nooremale alamohwitserile Woldemar Mardi p. GRÜNBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 28 jaanuaril 1919 a. Sangaste juures.",
VRA-0122,VRK-2632,66eabd972e92de098dfd05f2,122,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 1 kapralile Johannes Johannese p. SUSIK’ile, hinnates wahwust, mis Teie ülesnäitanud Albu mõisa juures waenlase ratsaluurajate wangiwõtmisel.",
VRA-0123,VRK-1359,66eabcd42e92de098dfcc5ba,123,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ reamehele Harald Andrese p. LIPAND’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus Jäneda küla all.",
VRA-0124,VRK-2451,66eabd7c2e92de098dfcfcd0,124,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ reamehele Priidik Jakobi p SELTER’ile, hinnates wahwust, mis Teie ülesnäitanud Kehra ja Tähtwere lahingutes.",
VRA-0125,VRK-0064,66eabbee2e92de098dfc8438,125,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ reamehele Aleksander Jaani p. PENBERG’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 Lude-Groshofi mõisa juures.",
VRA-0126,VRK-2733,66eabda72e92de098dfd0b47,126,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ wanemale alamohwitserile Woldemar Mihkli p. TERAS’ele, hinnates wahwust, mis Teie ülesnäitanud lahingus 31 jaanuaril 1919 a. Luhde-Grosshofi mõisa juures.",
VRA-0127,VRK-2421,66eabd772e92de098dfcfb4b,127,II/3,1920-02-21,"Laiaroopalise soomusrongi „Kapten Irw“ nooremale alamohwitserile Aleksander Jaani p. SAWIAUK’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 14 jaanuaril 1919 a. Tartu all.",
VRA-0128,VRK-2311,66eabd662e92de098dfcf5b4,128,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 kapralile Jaan Juhani p RUISO’le, hinnates wahwust, mis Teie ülesnäitanud Äksi, Tapa, Tartu ja Sangaste lahingutes 9, 13 ja 29 jaanuaril 1919 a.",
VRA-0129,VRK-1247,66eabcc42e92de098dfcc020,129,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 wanemale alamohwitserile Priidik Jaani p. LAUTER’ile, hinnates wahwust, mis Teie ülesnäitanud Äksi, Tapa, Tartu ja Sangaste lahingutes 9, 13 ja 29 jaanuaril 1919 a.",
VRA-0130,VRK-0041,66eabbea2e92de098dfc82f1,130,II/3,1920-02-21,"Laiaroopalise soomusrongi Nr 3 nooremale alamohwitserile Peeter Hendriku p. AINSON’ile, hinnates wahwust, mis Teie ülesnäitanud lahingus 13 jaanuaril 1919 a. Äksi kiriku ja Uderna mõisa juures.",
